,1 1 -0.0007 -0.0004 100.0 518.67 641.82 1589.70 1400.60 14.62 21.61 554.36 2388.06 9046.19 1.30 47.47 521.66 2388.02 8138.62 8.4195 0.03 392 2388 100.00 39.06 23.4190  
4253,21 87 -0.0002 -0.0005 100.0 518.67 642.81 1589.67 1401.23 14.62 21.61 553.95 2388.11 9047.74 1.30 47.65 521.36 2388.07 8132.74 8.4643 0.03 391 2388 100.00 38.90 23.2987  
4254,21 88 0.0001 0.0000 100.0 518.67 642.18 1594.32 1410.51 14.62 21.61 553.50 2388.14 9050.11 1.30 47.39 521.38 2388.08 8135.56 8.4260 0.03 393 2388 100.00 38.98 23.3810  
4255,21 89 0.0008 -0.0005 100.0 518.67 642.11 1582.25 1413.44 14.62 21.61 553.65 2388.06 9054.26 1.30 47.53 521.58 2388.09 8136.20 8.4647 0.03 394 2388 100.00 38.89 23.1829  
4256,21 90 -0.0053 -0.0002 100.0 518.67 642.26 1593.46 1403.41 14.62 21.61 553.15 2388.09 9054.30 1.30 47.48 521.08 2388.06 8133.85 8.4229 0.03 392 2388 100.00 38.83 23.3341  
4257,21 91 -0.0005 0.0003 100.0 518.67 642.37 1594.42 1401.77 14.62 21.61 553.88 2388.06 9051.14 1.30 47.51 521.57 2388.08 8137.10 8.4422 0.03 393 2388 100.00 38.75 23.3382  
4258,21 92 -0.0034 -0.0004 100.0 518.67 643.01 1584.25 1408.45 14.62 21.61 553.75 2388.06 9058.28 1.30 47.85 521.46 2388.06 8140.48 8.3889 0.03 392 2388 100.00 38.78 23.3162  
4259,21 93 -0.0020 0.0002 100.0 518.67 642.88 1591.43 1412.18 14.62 21.61 553.06 2388.12 9060.05 1.30 47.66 521.40 2388.10 8133.83 8.4419 0.03 392 2388 100.00 38.77 23.3130  
4260,21 94 0.0014 -0.0005 100.0 518.67 642.69 1593.34 1408.04 14.62 21.61 553.90 2388.10 9055.85 1.30 47.73 521.97 2388.08 8132.64 8.4282 0.03 392 2388 100.00 38.71 23.2868  
4261,21 95 0.0031 -0.0006 100.0 518.67 642.57 1587.32 1411.64 14.62 21.61 553.29 2388.10 9057.47 1.30 47.50 521.10 2388.11 8132.60 8.4311 0.03 393 2388 100.00 38.80 23.2986  
4262,21 96 -0.0017 -0.0001 100.0 518.67 642.58 1592.68 1409.34 14.62 21.61 553.63 2388.09 9047.63 1.30 47.69 521.84 2388.08 8137.33 8.4288 0.03 393 2388 100.00 38.78 23.2857  
4263,21 97 0.0025 0.0004 100.0 518.67 642.44 1595.47 1408.92 14.62 21.61 552.92 2388.02 9058.80 1.30 47.57 521.16 2388.08 8135.19 8.4514 0.03 392 2388 100.00 38.90 23.3163  
4264,21 98 -0.0022 -0.0002 100.0 518.67 642.10 1587.49 1404.76 14.62 21.61 553.60 2388.11 9056.02 1.30 47.52 521.71 2388.12 8137.82 8.4383 0.03 393 2388 100.00 38.92 23.3486  
4265,21 99 -0.0036 -0.0005 100.0 518.67 641.99 1583.20 1401.20 14.62 21.61 553.92 2388.09 9055.68 1.30 47.49 521.66 2388.16 8135.93 8.4064 0.03 391 2388 100.00 38.73 23.3740  
4266,21 100 0.0014 -0.0001 100.0 518.67 642.71 1587.34 1403.15 14.62 21.61 553.85 2388.13 9056.79 1.30 47.61 521.37 2388.08 8135.34 8.4482 0.03 394 2388 100.00 38.73 23.3217  
4267,21 101 0.0002 -0.0002 100.0 518.67 642.04 1591.67 1400.46 14.62 21.61 552.82 2388.04 9061.86 1.30 47.59 521.50 2388.06 8136.70 8.4276 0.03 394 2388 100.00 38.86 23.3221  
4268,21 102 -0.0053 -0.0000 100.0 518.67 642.47 1586.82 1403.00 14.62 21.61 553.78 2388.14 9055.10 1.30 47.59 520.77 2388.10 8138.37 8.4246 0.03 393 2388 100.00 38.74 23.2535  
4269,21 103 -0.0019 -0.0001 100.0 518.67 642.93 1586.33 1402.16 14.62 21.61 553.37 2388.12 9056.70 1.30 47.52 522.04 2388.07 8138.31 8.4324 0.03 392 2388 100.00 39.02 23.2328  
4270,21 104 0.0006 -0.0001 100.0 518.67 642.45 1590.33 1410.58 14.62 21.61 553.27 2388.14 9055.34 1.30 47.58 521.30 2388.11 8133.68 8.4429 0.03 393 2388 100.00 38.89 23.3638  
4271,21 105 -0.0003 0.0002 100.0 518.67 642.69 1587.99 1400.44 14.62 21.61 553.99 2388.08 9052.27 1.30 47.56 521.50 2388.05 8139.40 8.4863 0.03 391 2388 100.00 39.03 23.3825  
4272,21 106 0.0000 0.0001 100.0 518.67 642.66 1587.95 1402.89 14.62 21.61 553.74 2388.05 9057.32 1.30 47.47 521.25 2388.02 8137.43 8.4457 0.03 396 2388 100.00 38.68 23.2855  
4273,21 107 0.0020 0.0001 100.0 518.67 642.57 1589.47 1402.92 14.62 21.61 553.84 2388.08 9055.71 1.30 47.45 521.64 2388.08 8134.57 8.4933 0.03 394 2388 100.00 38.80 23.2886  
4274,21 108 0.0025 -0.0002 100.0 518.67 642.53 1588.02 1408.07 14.62 21.61 553.28 2388.04 9054.59 1.30 47.51 521.17 2388.06 8139.93 8.4579 0.03 394 2388 100.00 38.76 23.2448  
4275,21 109 0.0008 0.0003 100.0 518.67 642.38 1598.37 1408.88 14.62 21.61 553.05 2388.13 9064.00 1.30 47.52 521.42 2388.10 8136.77 8.4322 0.03 395 2388 100.00 38.84 23.2023  
4276,21 110 0.0013 0.0003 100.0 518.67 642.24 1586.90 1416.41 14.62 21.61 553.54 2388.05 9061.32 1.30 47.43 521.49 2388.07 8141.06 8.4386 0.03 392 2388 100.00 38.89 23.3948  
4277,21 111 -0.0027 -0.0004 100.0 518.67 642.97 1594.94 1413.82 14.62 21.61 553.51 2388.11 9060.48 1.30 47.50 520.90 2388.14 8139.61 8.4108 0.03 393 2388 100.00 38.89 23.3607  
4278,21 112 -0.0020 -0.0001 100.0 518.67 642.52 1596.09 1409.04 14.62 21.61 553.20 2388.10 9059.97 1.30 47.70 521.22 2388.16 8138.16 8.4520 0.03 393 2388 100.00 38.74 23.3513  
4279,21 113 -0.0013 -0.0006 100.0 518.67 642.66 1592.54 1408.96 14.62 21.61 552.95 2388.08 9052.91 1.30 47.54 522.06 2388.10 8139.13 8.4187 0.03 393 2388 100.00 38.82 23.2092  
4280,21 114 -0.0043 0.0002 100.0 518.67 643.37 1598.34 1412.58 14.62 21.61 553.66 2388.07 9059.98 1.30 47.51 521.46 2388.07 8139.84 8.4606 0.03 393 2388 100.00 38.74 23.2756  
4281,21 115 0.0009 -0.0004 100.0 518.67 642.35 1587.72 1410.76 14.62 21.61 554.32 2388.03 9061.47 1.30 47.54 521.73 2388.13 8140.65 8.4633 0.03 395 2388 100.00 38.80 23.2233  
4282,21 116 -0.0027 -0.0004 100.0 518.67 642.85 1582.03 1415.60 14.62 21.61 553.13 2388.06 9058.23 1.30 47.68 521.80 2388.12 8141.48 8.4389 0.03 392 2388 100.00 38.79 23.2497  
4283,21 117 0.0001 -0.0001 100.0 518.67 642.69 1590.15 1410.59 14.62 21.61 553.21 2388.12 9056.82 1.30 47.52 521.34 2388.12 8145.44 8.4579 0.03 392 2388 100.00 38.86 23.3611  
4284,21 118 -0.0014 0.0001 100.0 518.67 643.00 1593.96 1413.13 14.62 21.61 553.60 2388.06 9054.68 1.30 47.57 521.42 2388.11 8143.18 8.4712 0.03 395 2388 100.00 38.71 23.2949  
4285,21 119 0.0023 -0.0003 100.0 518.67 642.76 1589.32 1406.26 14.62 21.61 553.83 2388.03 9069.18 1.30 47.50 521.49 2388.13 8140.29 8.4808 0.03 393 2388 100.00 38.85 23.3320  
4286,21 120 -0.0007 -0.0004 100.0 518.67 642.82 1585.75 1410.05 14.62 21.61 554.11 2388.09 9063.56 1.30 47.51 521.34 2388.07 8135.03 8.4266 0.03 393 2388 100.00 39.09 23.3024  
4287,21 121 -0.0037 0.0000 100.0 518.67 642.26 1590.43 1408.93 14.62 21.60 553.62 2388.08 9066.50 1.30 47.57 520.90 2388.10 8136.58 8.4425 0.03 393 2388 100.00 38.83 23.2758  
4288,21 122 0.0018 0.0001 100.0 518.67 642.57 1595.24 1412.10 14.62 21.61 553.33 2388.10 9053.33 1.30 47.51 521.25 2388.08 8142.04 8.4635 0.03 391 2388 100.00 38.88 23.3637  
4289,21 123 -0.0012 0.0002 100.0 518.67 642.74 1583.50 1415.04 14.62 21.61 553.75 2388.11 9060.15 1.30 47.75 521.47 2388.08 8144.71 8.4460 0.03 391 2388 100.00 38.81 23.3874  
4290,21 124 0.0003 -0.0005 100.0 518.67 642.82 1588.34 1411.50 14.62 21.61 553.40 2388.11 9062.02 1.30 47.60 520.98 2388.12 8146.12 8.4367 0.03 391 2388 100.00 38.89 23.4002  
4291,21 125 -0.0001 -0.0002 100.0 518.67 642.63 1595.18 1410.76 14.62 21.61 553.77 2388.07 9072.67 1.30 47.56 521.64 2388.11 8144.83 8.4173 0.03 393 2388 100.00 38.76 23.2628  
4292,21 126 -0.0009 -0.0004 100.0 518.67 642.40 1591.35 1408.97 14.62 21.61 553.86 2388.05 9070.45 1.30 47.59 521.70 2388.08 8145.16 8.4468 0.03 394 2388 100.00 38.75 23.2976  
4293,21 127 0.0002 -0.0002 100.0 518.67 642.69 1589.56 1400.51 14.62 21.61 553.63 2388.06 9066.51 1.30 47.44 521.36 2388.11 8147.79 8.4520 0.03 393 2388 100.00 38.79 23.3247  
4294,21 128 0.0032 0.0003 100.0 518.67 643.41 1588.81 1406.46 14.62 21.61 553.03 2388.06 9069.36 1.30 47.53 520.88 2388.10 8145.61 8.4725 0.03 394 2388 100.00 38.94 23.2945  
4295,21 129 0.0017 0.0002 100.0 518.67 642.76 1594.60 1407.09 14.62 21.61 554.07 2388.16 9075.13 1.30 47.58 521.52 2388.10 8153.58 8.4436 0.03 393 2388 100.00 38.78 23.2240  
4296,21 130 0.0028 0.0003 100.0 518.67 642.81 1588.48 1410.11 14.62 21.61 553.97 2388.06 9068.87 1.30 47.37 520.74 2388.09 8148.01 8.4605 0.03 394 2388 100.00 38.74 23.2690  
4297,21 131 -0.0016 0.0003 100.0 518.67 643.15 1584.97 1410.27 14.62 21.61 553.10 2388.09 9072.60 1.30 47.61 521.77 2388.14 8149.20 8.4525 0.03 394 2388 100.00 38.72 23.2955  
4298,21 132 -0.0022 0.0001 100.0 518.67 642.76 1591.51 1408.89 14.62 21.61 552.90 2388.07 9061.53 1.30 47.48 521.70 2388.11 8144.47 8.4181 0.03 394 2388 100.00 38.76 23.3921  
4299,21 133 0.0064 -0.0005 100.0 518.67 642.56 1598.14 1414.90 14.62 21.61 554.37 2388.11 9066.53 1.30 47.57 521.93 2388.04 8147.10 8.4356 0.03 395 2388 100.00 38.79 23.2963  
4300,21 134 0.0039 0.0003 100.0 518.67 642.57 1590.62 1410.79 14.62 21.61 553.95 2388.05 9065.40 1.30 47.53 521.06 2388.14 8151.04 8.4479 0.03 394 2388 100.00 38.60 23.2605  
4301,21 135 0.0003 0.0002 100.0 518.67 642.23 1588.66 1404.97 14.62 21.61 553.61 2388.17 9068.44 1.30 47.51 521.40 2388.08 8147.56 8.4651 0.03 394 2388 100.00 38.75 23.2431  
4302,21 136 -0.0006 -0.0004 100.0 518.67 642.61 1598.86 1413.49 14.62 21.61 552.99 2388.11 9066.18 1.30 47.65 521.43 2388.13 8147.23 8.4518 0.03 394 2388 100.00 38.87 23.2353  
4303,21 137 -0.0048 -0.0005 100.0 518.67 642.94 1588.26 1405.87 14.62 21.61 553.40 2388.11 9067.74 1.30 47.61 521.25 2388.09 8146.93 8.4593 0.03 393 2388 100.00 38.76 23.2635  
4304,21 138 -0.0025 0.0004 100.0 518.67 642.75 1586.45 1406.24 14.62 21.61 553.23 2388.14 9070.27 1.30 47.44 521.26 2388.10 8147.52 8.4349 0.03 393 2388 100.00 38.82 23.2735  
4305,21 139 0.0004 0.0004 100.0 518.67 643.01 1594.76 1416.14 14.62 21.61 553.28 2388.08 9073.29 1.30 47.70 521.20 2388.15 8152.45 8.4359 0.03 392 2388 100.00 38.80 23.2491  
4306,21 140 0.0003 -0.0002 100.0 518.67 642.75 1590.53 1408.66 14.62 21.61 553.70 2388.15 9071.64 1.30 47.78 521.30 2388.06 8150.49 8.4229 0.03 393 2388 100.00 39.02 23.2696  
4307,21 141 0.0000 -0.0004 100.0 518.67 642.52 1590.22 1408.60 14.62 21.61 553.20 2388.12 9073.16 1.30 47.71 521.08 2388.04 8151.97 8.4430 0.03 394 2388 100.00 38.69 23.2107  
4308,21 142 -0.0001 0.0001 100.0 518.67 642.87 1591.83 1407.97 14.62 21.61 553.12 2388.09 9072.21 1.30 47.57 521.47 2388.11 8149.66 8.4546 0.03 392 2388 100.00 38.80 23.3117  
4309,21 143 -0.0015 0.0003 100.0 518.67 643.19 1600.66 1419.94 14.62 21.61 553.82 2388.09 9078.92 1.30 47.64 521.15 2388.14 8154.46 8.4693 0.03 394 2388 100.00 38.84 23.2598  
4310,21 144 0.0028 -0.0002 100.0 518.67 643.46 1597.79 1414.83 14.62 21.61 553.11 2388.08 9072.90 1.30 47.71 520.67 2388.09 8153.16 8.4410 0.03 394 2388 100.00 38.83 23.2787  
4311,21 145 0.0008 -0.0004 100.0 518.67 642.77 1593.00 1414.49 14.62 21.61 552.38 2388.07 9080.86 1.30 47.61 521.07 2388.11 8157.89 8.4962 0.03 393 2388 100.00 38.72 23.1927  
4312,21 146 0.0025 -0.0003 100.0 518.67 643.12 1589.70 1422.79 14.62 21.61 553.58 2388.05 9066.02 1.30 47.54 521.21 2388.08 8159.43 8.4637 0.03 394 2388 100.00 38.84 23.3137  
4313,21 147 0.0025 -0.0004 100.0 518.67 642.53 1591.56 1417.28 14.62 21.61 553.45 2388.17 9081.90 1.30 47.88 520.75 2388.05 8157.74 8.4800 0.03 395 2388 100.00 38.86 23.1837  
4314,21 148 0.0029 0.0001 100.0 518.67 643.15 1588.13 1406.62 14.62 21.61 553.04 2388.16 9077.43 1.30 47.58 521.03 2388.10 8154.66 8.4469 0.03 393 2388 100.00 38.85 23.3063  
4315,21 149 0.0033 0.0001 100.0 518.67 642.91 1594.72 1413.36 14.62 21.61 552.54 2388.15 9080.58 1.30 47.65 521.19 2388.11 8157.65 8.4113 0.03 393 2388 100.00 38.89 23.1911  
4316,21 150 -0.0014 -0.0003 100.0 518.67 642.26 1599.60 1412.12 14.62 21.61 553.03 2388.10 9076.81 1.30 47.71 521.32 2388.12 8161.36 8.4638 0.03 394 2388 100.00 38.92 23.2747  
4317,21 151 -0.0032 -0.0000 100.0 518.67 642.77 1585.08 1414.44 14.62 21.61 552.87 2388.07 9073.87 1.30 47.73 521.25 2388.10 8166.10 8.4426 0.03 394 2388 100.00 38.62 23.2335  
4318,21 152 -0.0012 -0.0005 100.0 518.67 642.83 1595.37 1412.12 14.62 21.61 553.26 2388.11 9082.77 1.30 47.79 521.00 2388.07 8159.12 8.4098 0.03 395 2388 100.00 38.74 23.2816  
4319,21 153 -0.0010 -0.0005 100.0 518.67 643.10 1584.27 1418.47 14.62 21.61 552.95 2388.08 9082.64 1.30 47.76 520.69 2388.11 8155.94 8.4762 0.03 394 2388 100.00 38.56 23.2731  
4320,21 154 0.0020 0.0001 100.0 518.67 642.56 1586.47 1419.52 14.62 21.61 553.27 2388.11 9082.47 1.30 47.72 520.55 2388.15 8163.52 8.4195 0.03 393 2388 100.00 38.63 23.1987  
4321,21 155 0.0005 -0.0002 100.0 518.67 642.77 1593.21 1406.50 14.62 21.61 552.40 2388.08 9095.98 1.30 47.68 520.82 2388.08 8163.58 8.4335 0.03 393 2388 100.00 38.66 23.1898  
4322,21 156 -0.0005 -0.0005 100.0 518.67 643.00 1599.97 1411.74 14.62 21.61 552.63 2388.09 9086.95 1.30 47.61 520.53 2388.10 8161.57 8.4146 0.03 392 2388 100.00 38.62 23.2129  
4323,21 157 0.0057 0.0000 100.0 518.67 643.06 1601.96 1414.12 14.62 21.61 553.11 2388.15 9088.15 1.30 47.76 521.10 2388.11 8165.79 8.4845 0.03 394 2388 100.00 38.55 23.3392  
4324,21 158 0.0009 0.0002 100.0 518.67 642.80 1593.77 1411.02 14.62 21.61 553.16 2388.11 9087.09 1.30 47.81 520.49 2388.07 8166.88 8.4554 0.03 394 2388 100.00 38.80 23.1642  
4325,21 159 0.0014 0.0000 100.0 518.67 642.73 1594.58 1417.50 14.62 21.61 552.57 2388.08 9088.19 1.30 47.70 520.54 2388.06 8163.26 8.4267 0.03 394 2388 100.00 38.75 23.2341  
4326,21 160 -0.0028 -0.0001 100.0 518.67 643.06 1601.23 1407.82 14.62 21.61 552.30 2388.12 9093.52 1.30 47.63 521.01 2388.11 8166.89 8.4641 0.03 395 2388 100.00 38.71 23.2987  
4327,21 161 0.0004 0.0003 100.0 518.67 642.79 1594.93 1420.38 14.62 21.61 553.29 2388.11 9094.77 1.30 47.73 521.11 2388.11 8171.92 8.4746 0.03 395 2388 100.00 38.49 23.2861  
4328,21 162 0.0007 0.0000 100.0 518.67 643.31 1588.03 1415.55 14.62 21.61 552.70 2388.11 9092.14 1.30 47.70 520.88 2388.11 8165.30 8.5071 0.03 393 2388 100.00 38.79 23.1656  
4329,21 163 -0.0035 -0.0005 100.0 518.67 643.30 1594.18 1412.92 14.62 21.61 552.95 2388.08 9092.14 1.30 47.67 520.95 2388.10 8168.25 8.4444 0.03 393 2388 100.00 38.72 23.2533  
4330,21 164 -0.0007 -0.0004 100.0 518.67 643.02 1601.71 1415.87 14.62 21.61 552.82 2388.11 9101.89 1.30 47.75 520.83 2388.10 8173.99 8.5030 0.03 395 2388 100.00 38.67 23.2322  
4331,21 165 -0.0060 -0.0003 100.0 518.67 643.14 1597.76 1419.22 14.62 21.61 551.98 2388.15 9099.62 1.30 47.70 520.86 2388.11 8169.29 8.4775 0.03 396 2388 100.00 38.73 23.1884  
4332,21 166 0.0012 0.0001 100.0 518.67 643.15 1597.12 1417.56 14.62 21.61 552.81 2388.05 9102.87 1.30 47.83 520.93 2388.13 8172.86 8.4679 0.03 395 2388 100.00 38.65 23.1204  
4333,21 167 -0.0013 0.0001 100.0 518.67 642.67 1592.84 1417.03 14.62 21.61 552.64 2388.16 9101.30 1.30 47.84 520.99 2388.07 8170.57 8.4524 0.03 394 2388 100.00 38.64 23.1390  
4334,21 168 -0.0008 0.0002 100.0 518.67 643.45 1593.49 1416.86 14.62 21.61 551.85 2388.18 9102.44 1.30 47.74 520.60 2388.11 8170.55 8.4539 0.03 394 2388 100.00 38.55 23.1738  
4335,21 169 0.0015 0.0002 100.0 518.67 642.95 1598.72 1404.44 14.62 21.61 553.35 2388.15 9110.26 1.30 47.70 520.84 2388.05 8181.51 8.4793 0.03 394 2388 100.00 38.73 23.2333  
4336,21 170 0.0010 0.0000 100.0 518.67 643.36 1593.53 1414.34 14.62 21.61 552.37 2388.14 9100.01 1.30 47.92 520.15 2388.17 8182.63 8.4670 0.03 394 2388 100.00 38.68 23.1021  
4337,21 171 0.0004 -0.0000 100.0 518.67 642.93 1594.59 1416.98 14.62 21.61 552.45 2388.08 9111.28 1.30 47.72 520.61 2388.14 8175.93 8.4731 0.03 394 2388 100.00 38.71 23.2438  
4338,21 172 -0.0008 -0.0001 100.0 518.67 642.73 1601.24 1419.57 14.62 21.61 552.88 2388.16 9110.58 1.30 47.72 520.32 2388.16 8181.55 8.4629 0.03 395 2388 100.00 38.69 23.2232  
4339,21 173 0.0023 -0.0005 100.0 518.67 643.66 1589.76 1416.02 14.62 21.61 553.26 2388.14 9112.71 1.30 47.82 520.68 2388.08 8182.90 8.4990 0.03 393 2388 100.00 38.76 23.2221  
4340,21 174 -0.0022 -0.0002 100.0 518.67 643.44 1595.70 1413.63 14.62 21.61 552.78 2388.11 9106.13 1.30 47.81 520.70 2388.06 8184.51 8.4898 0.03 396 2388 100.00 38.56 23.1385  
4341,21 175 -0.0009 -0.0000 100.0 518.67 643.33 1601.66 1420.72 14.62 21.61 552.24 2388.13 9110.08 1.30 47.91 520.81 2388.10 8182.66 8.5325 0.03 396 2388 100.00 38.56 23.2721  
4342,21 176 -0.0005 -0.0005 100.0 518.67 643.64 1595.64 1421.95 14.62 21.61 553.12 2388.14 9117.62 1.30 47.93 521.13 2388.14 8185.37 8.4777 0.03 395 2388 100.00 38.71 23.2371  
4343,21 177 0.0010 0.0004 100.0 518.67 643.16 1595.49 1415.35 14.62 21.61 551.88 2388.12 9119.15 1.30 47.98 521.02 2388.07 8192.54 8.4571 0.03 395 2388 100.00 38.62 23.1500  
4344,21 178 0.0002 0.0003 100.0 518.67 643.16 1595.14 1415.78 14.62 21.61 552.41 2388.13 9115.87 1.30 47.92 520.47 2388.11 8191.23 8.5123 0.03 395 2388 100.00 38.53 23.1336  
4345,21 179 0.0026 -0.0004 100.0 518.67 643.43 1596.67 1420.57 14.62 21.61 552.81 2388.11 9123.59 1.30 47.85 520.68 2388.12 8188.25 8.4978 0.03 394 2388 100.00 38.64 23.1996  
4346,21 180 -0.0038 0.0002 100.0 518.67 643.28 1592.47 1425.74 14.62 21.61 551.82 2388.08 9124.41 1.30 47.90 520.18 2388.10 8197.22 8.4731 0.03 396 2388 100.00 38.76 23.1245  
4347,21 181 -0.0004 -0.0004 100.0 518.67 643.25 1601.61 1423.88 14.62 21.61 552.28 2388.09 9127.29 1.30 47.71 520.23 2388.11 8196.37 8.5089 0.03 396 2388 100.00 38.63 23.1915  
4348,21 182 -0.0038 0.0000 100.0 518.67 644.03 1594.42 1427.49 14.62 21.61 551.45 2388.20 9126.20 1.30 48.05 520.43 2388.12 8205.05 8.4974 0.03 396 2388 100.00 38.47 23.0623  
4349,21 183 0.0002 -0.0002 100.0 518.67 643.15 1599.18 1421.65 14.62 21.61 552.49 2388.12 9128.53 1.30 47.72 521.04 2388.20 8195.84 8.4768 0.03 396 2388 100.00 38.53 23.0947  
4350,21 184 -0.0028 -0.0001 100.0 518.67 643.51 1601.81 1414.46 14.62 21.61 552.05 2388.20 9133.01 1.30 47.99 520.48 2388.11 8203.49 8.5162 0.03 397 2388 100.00 38.39 23.0725  
4351,21 185 0.0013 0.0002 100.0 518.67 643.31 1597.22 1421.54 14.62 21.61 552.19 2388.14 9132.55 1.30 47.84 519.95 2388.13 8202.54 8.5276 0.03 395 2388 100.00 38.62 23.1260  
4352,21 186 -0.0008 -0.0000 100.0 518.67 643.18 1596.20 1424.98 14.62 21.61 552.11 2388.13 9140.98 1.30 48.02 520.19 2388.10 8206.42 8.5151 0.03 395 2388 100.00 38.63 23.1031  
4353,21 187 0.0006 0.0004 100.0 518.67 643.37 1605.88 1421.25 14.62 21.61 552.45 2388.07 9140.81 1.30 48.25 519.79 2388.16 8212.31 8.4920 0.03 396 2388 100.00 38.59 23.0394  
4354,21 188 0.0001 0.0000 100.0 518.67 642.96 1601.95 1421.99 14.62 21.61 552.16 2388.16 9150.40 1.30 47.98 520.46 2388.15 8211.32 8.5185 0.03 395 2388 100.00 38.36 23.1883  
4355,21 189 0.0039 -0.0002 100.0 518.67 643.15 1597.93 1428.04 14.62 21.61 551.89 2388.14 9147.63 1.30 47.97 520.52 2388.16 8213.86 8.4658 0.03 395 2388 100.00 38.43 23.2103  
4356,21 190 0.0023 -0.0003 100.0 518.67 643.97 1605.53 1420.52 14.62 21.61 552.77 2388.13 9149.16 1.30 47.98 520.11 2388.15 8217.12 8.5157 0.03 395 2388 100.00 38.43 23.0629  
4357,21 191 -0.0004 -0.0004 100.0 518.67 643.52 1597.89 1430.71 14.62 21.61 552.18 2388.18 9158.26 1.30 48.05 520.11 2388.15 8212.58 8.4800 0.03 397 2388 100.00 38.58 23.0457  
4358,21 192 -0.0023 0.0000 100.0 518.67 643.89 1597.72 1424.50 14.62 21.61 551.78 2388.19 9162.31 1.30 48.09 520.77 2388.15 8222.40 8.5063 0.03 397 2388 100.00 38.35 23.1247  
4359,21 193 0.0008 0.0002 100.0 518.67 644.02 1603.87 1423.72 14.62 21.61 552.26 2388.15 9155.93 1.30 48.08 519.83 2388.16 8219.88 8.5090 0.03 397 2388 100.00 38.54 23.0377  
4360,21 194 -0.0007 -0.0005 100.0 518.67 643.85 1604.29 1434.26 14.62 21.61 551.40 2388.18 9164.82 1.30 48.16 520.48 2388.21 8231.47 8.5032 0.03 398 2388 100.00 38.44 22.9791  
4361,21 195 0.0022 0.0000 100.0 518.67 643.87 1606.47 1432.84 14.62 21.61 551.79 2388.18 9161.51 1.30 48.04 520.26 2388.19 8224.87 8.5197 0.03 399 2388 100.00 38.44 22.9860  
4362,22 1 -0.0000 -0.0003 100.0 518.67 642.68 1595.65 1408.51 14.62 21.61 553.04 2388.09 9048.21 1.30 47.46 521.07 2388.16 8127.45 8.4425 0.03 393 2388 100.00 38.96 23.3081  
4363,22 2 0.0022 0.0001 100.0 518.67 642.59 1590.88 1411.44 14.62 21.61 552.92 2388.16 9044.01 1.30 47.65 521.14 2388.15 8131.18 8.4395 0.03 393 2388 100.00 38.71 23.4163  
4364,22 3 -0.0018 0.0002 100.0 518.67 642.41 1589.32 1410.07 14.62 21.61 552.67 2388.13 9056.46 1.30 47.49 520.81 2388.15 8125.89 8.4301 0.03 394 2388 100.00 38.76 23.1676  
4365,22 4 0.0005 0.0004 100.0 518.67 642.42 1596.85 1403.26 14.62 21.61 553.31 2388.07 9045.95 1.30 47.50 521.63 2388.15 8127.41 8.4372 0.03 392 2388 100.00 38.89 23.2945  
4366,22 5 -0.0001 0.0001 100.0 518.67 642.36 1587.95 1407.96 14.62 21.61 554.04 2388.13 9035.89 1.30 47.71 520.94 2388.20 8128.25 8.4278 0.03 394 2388 100.00 38.68 23.2824  
4367,22 6 -0.0004 0.0003 100.0 518.67 642.66 1587.49 1413.09 14.62 21.61 553.75 2388.06 9044.99 1.30 47.41 521.27 2388.15 8135.40 8.4446 0.03 393 2388 100.00 38.78 23.3516  
4368,22 7 -0.0005 0.0002 100.0 518.67 642.63 1594.08 1406.14 14.62 21.61 553.59 2388.12 9040.26 1.30 47.66 520.55 2388.13 8127.41 8.4663 0.03 394 2388 100.00 38.91 23.3040  
4369,22 8 0.0011 -0.0004 100.0 518.67 643.18 1584.45 1418.91 14.62 21.61 553.83 2388.11 9052.11 1.30 47.66 521.43 2388.17 8126.00 8.4409 0.03 393 2388 100.00 38.92 23.3256  
4370,22 9 0.0009 -0.0005 100.0 518.67 643.11 1590.34 1409.79 14.62 21.61 553.57 2388.22 9040.64 1.30 47.65 521.58 2388.16 8124.80 8.4316 0.03 394 2388 100.00 38.82 23.2955  
4371,22 10 0.0012 -0.0003 100.0 518.67 642.29 1591.75 1411.62 14.62 21.61 553.33 2388.15 9044.26 1.30 47.67 521.20 2388.11 8122.79 8.4794 0.03 393 2388 100.00 38.72 23.2838  
4372,22 11 0.0017 0.0004 100.0 518.67 642.61 1587.96 1404.46 14.62 21.61 554.07 2388.14 9042.47 1.30 47.73 520.48 2388.12 8127.28 8.4147 0.03 394 2388 100.00 38.70 23.3495  
4373,22 12 -0.0010 0.0002 100.0 518.67 642.72 1586.77 1413.64 14.62 21.61 552.90 2388.21 9039.84 1.30 47.59 520.83 2388.11 8123.69 8.4622 0.03 393 2388 100.00 38.84 23.1621  
4374,22 13 -0.0041 0.0004 100.0 518.67 642.45 1595.05 1413.46 14.62 21.61 552.68 2388.12 9046.53 1.30 47.67 521.21 2388.12 8121.41 8.4276 0.03 394 2388 100.00 38.80 23.3091  
4375,22 14 0.0004 -0.0002 100.0 518.67 642.89 1590.50 1420.34 14.62 21.61 554.09 2388.12 9039.32 1.30 47.65 520.88 2388.14 8125.04 8.4289 0.03 394 2388 100.00 38.86 23.1621  
